"","Identifiers","c_1","c_2","c_3","c_4","n_5","n_6","n_7","n_8","r_1","r_2","r_3","r_4","C_mean","N_mean","R_mean","C_sd","N_sd","R_sd","ANOVA_p","ANOVA_padj","hclust_clusters","Z_scores_c_1","Z_scores_c_2","Z_scores_c_3","Z_scores_c_4","Z_scores_n_5","Z_scores_n_6","Z_scores_n_7","Z_scores_n_8","Z_scores_r_1","Z_scores_r_2","Z_scores_r_3","Z_scores_r_4","N_vs_C_Ttest_p","N_vs_C_Ttest_padj","log(N/C)","R_vs_C_Ttest_p","R_vs_C_Ttest_padj","log(R/C)","R_vs_N_Ttest_p","R_vs_N_Ttest_padj","log(R/N)","missing_data_c_1","missing_data_c_2","missing_data_c_3","missing_data_c_4","missing_data_n_5","missing_data_n_6","missing_data_n_7","missing_data_n_8","missing_data_r_1","missing_data_r_2","missing_data_r_3","missing_data_r_4","protein.ids","majority.protein.ids","peptide.counts..all.","peptide.counts..razor.unique.","peptide.counts..unique.","fasta.headers","number.of.proteins","peptides","razor...unique.peptides","unique.peptides"
"397","CTNA1_MOUSE",0.413680284038033,0.264660112552935,0.940990385877623,1.12508229698011,0.629432196494395,0.620465485508099,0.842062488341018,1.07572398475494,-0.248245072561041,-0.445872947433358,0.173824525185243,0.789510312551524,0.686103269862175,0.791921038774612,0.067304204435592,0.412107852472384,0.215141742209815,0.546458408525905,0.0721392344091635,0.733765936077016,NA,-0.202132827415026,-0.499107096854283,0.848715059157238,1.21558190855423,0.227827532604138,0.209958257472519,0.651566983126251,1.11721838791306,-1.52124820112795,-1.9150901433036,-0.680128444023406,0.54683858389683,0.66994820196084,0.882252202871389,0.105817768912438,0.124289693514153,0.844326366312773,-0.618799065426582,0.0705950471317191,0.848403079736876,-0.72461683433902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P26231|CTNA1_MOUSE","sp|P26231|CTNA1_MOUSE","29","29","25","Catenin alpha-1",1,29,29,25
"398","CTNB1_MOUSE",-1.15371445877233,-1.2380759817215,-0.93232619579318,-0.299613570930731,-0.955165732711507,-0.769239193055292,-0.575667987770959,-0.550169355906654,-1.99466182475088,-1.67539882609358,-1.56408034711764,-0.851770907311856,-0.905932551804438,-0.712560567361103,-1.52147797631849,0.424277606632126,0.189015181726906,0.48232668828224,0.0385848019841228,0.733765936077016,4,-0.213238622566364,-0.381271195968645,0.227725910184693,1.48797260634508,0.182233770764509,0.552565099906577,0.938123191124365,0.988911756581846,-1.8882504651855,-1.25233753496446,-1.03061168370375,0.388177167481647,0.450327419717538,0.811000072161349,0.193371984443335,0.104563480630458,0.844326366312773,-0.615545424514051,0.0366652220966545,0.848403079736876,-0.808917408957385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q02248|CTNB1_MOUSE","sp|Q02248|CTNB1_MOUSE","12","9","9","Catenin beta-1",1,12,9,9
"399","CTND1_MOUSE",-0.652043404992909,-0.00262376628221617,-0.112536845410691,0.094614036767851,0.0871039189276068,0.0348982079845896,0.346134118387827,0.188313063875963,0.163303133785437,0.0421661673828275,0.0627195376930487,0.132655418645079,-0.168147494979491,0.164112327293997,0.100211064376598,0.333511380815926,0.137045237874392,0.0571782883802036,0.113472696636416,0.733765936077016,NA,-2.81748146787005,-0.142839824695034,-0.595518002321832,0.25763509448803,0.226704594818283,0.0116948227439967,1.29352320795984,0.64353552756684,0.540531866258075,0.0416279903119275,0.126277263081771,0.414308927658149,0.139387914120097,0.790992442281521,0.332259822273488,0.20588376211825,0.844326366312773,0.26835855935609,0.437804652681491,0.853173074261944,-0.0639012629173985,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P30999|CTND1_MOUSE","sp|P30999|CTND1_MOUSE","13","13","13","Catenin delta-1",1,13,13,13
"400","CTRB1_MOUSE",-3.03746819400428,2.94247524356327,2.82744928128111,0.947747695008431,1.84063016632247,4.3210602337959,4.28314314491648,3.40892897642926,-0.360062325382852,0.91663528529897,0.253183537563913,0.0544385697922856,0.920051006462133,3.46344063036603,0.216048766818079,2.79231643993616,1.16102094715122,0.53236025002348,0.0666633286694054,0.733765936077016,NA,-2.10967284090989,0.650487940133502,0.597395439642872,-0.270217883570322,0.141909623174893,1.28680101952995,1.26929963966759,0.865788856115359,-0.873863380392599,-0.284578429615677,-0.590807662940647,-0.682542320835024,0.167713250721194,0.790992442281521,2.54338962390389,0.652241119135996,0.899210710154039,-0.704002239644054,0.00615708214642885,0.848403079736876,-3.24739186354795,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9CR35|CTRB1_MOUSE","sp|Q9CR35|CTRB1_MOUSE","2","2","2","Chymotrypsinogen B",1,2,2,2
"401","CUL3_MOUSE",-4.8565560245725,-2.86897147272565,-3.90785297850112,-3.18922175886257,-3.28028882036139,-2.7811125486796,-5.58593332093636,-1.43868347819493,-4.8181938947974,-2.94926850391094,-2.8210707282725,-2.12932188987773,-3.70565055866546,-3.27150454204307,-3.17946375421464,0.881702861542561,1.72784789987965,1.15031442414581,0.83312728022439,0.930088039257675,NA,-1.22391630783966,0.429795463052494,-0.434575601346597,0.163340550568853,0.0875708574500229,0.502895918949014,-1.83077341955228,1.61982488349822,-1.19199821635186,0.362986659615471,0.469649880749128,1.0451993312072,NA,NA,NA,0.496885513532105,0.861008694535009,0.526186804450819,0.932635078520155,0.980804972208773,0.0920407878284286,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"sp|Q9JLV5|CUL3_MOUSE","sp|Q9JLV5|CUL3_MOUSE","7","7","7","Cullin-3",1,7,7,7
"402","CWC15_MOUSE",-2.17056740633788,-2.44170940418709,-2.64462751866846,-5.64809828790183,-1.95871864770892,-2.09720035622107,-2.74718259820657,-1.74654524567245,-2.31968664361647,-2.12847685854249,-2.24153081515978,-2.02833929463057,-3.22625065427381,-2.13741171195225,-2.17950840298733,1.62620248077551,0.4313333175646,0.127740670379975,0.253650963379206,0.770704478026563,NA,0.335033593273252,0.0708228876464564,-0.126907964220318,-3.05360002064578,0.54146679228895,0.406525137316162,-0.22684139447204,0.74821633574577,0.18972634018656,0.376048166528052,0.265884245450916,0.473625880902021,0.276011551619043,0.790992442281521,1.08883894232156,0.288518154977388,0.844326366312773,1.04674225128649,0.861812430663058,0.964950279251817,-0.0420966910350762,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9JHS9|CWC15_MOUSE","sp|Q9JHS9|CWC15_MOUSE","5","5","5","Spliceosome-associated protein CWC15 homolog",1,5,5,5
"403","CX6A1_MOUSE",-0.59607981099591,-0.701259054072462,-0.0322922757465989,-0.894150970398837,-1.60736358861154,-1.95624902457628,-1.10205315276038,-0.384379622427446,-2.01880199144903,-1.64238203185642,-2.12408988266064,-0.893888234795192,-0.555945527803452,-1.26251134709391,-1.66979053519032,0.370280268353115,0.682411701646654,0.557067470337674,0.0521706595036497,0.733765936077016,NA,0.817888177762892,0.666080314593135,1.63161699444252,0.387674530488816,-0.64172328974245,-1.14527846827049,0.0876040495702151,1.12344041715125,-1.23556274830632,-0.692266295045013,-1.38752742607883,0.388053743434273,0.133104462549839,0.790992442281521,-0.706565819290461,0.0194770628173144,0.844326366312773,-1.11384500738687,0.392173580041693,0.849800198774195,-0.40727918809641,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P43024|CX6A1_MOUSE","sp|P43024|CX6A1_MOUSE","3","3","3","Cytochrome c oxidase subunit 6A1, mitochondrial",1,3,3,3
"404","CX6B1_MOUSE",0.64359487229807,1.29532406713648,1.58463990351135,0.447391476885347,0.997349998381178,1.07997772190077,1.28197379964089,-4.09220666083085,0.907302105939248,1.39764413869367,1.11285728733946,1.50789032295567,0.992737579957813,-0.183226285227001,1.23142346373201,0.535789120612301,2.60872788862021,0.272748864828361,0.418786097717875,0.795466368315593,NA,-0.0238414292371863,0.399348825244772,0.587211580804613,-0.151243063984455,0.205863980643255,0.25951701263945,0.390680035901583,-3.09896077612753,0.147392776928785,0.465788778317049,0.280866849006236,0.537375429863433,0.437573771833055,0.807162918098828,-1.17596386518481,0.467334896490383,0.861008694535009,0.2386858837742,0.358205391173125,0.848403079736876,1.41464974895901,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"sp|P56391|CX6B1_MOUSE","sp|P56391|CX6B1_MOUSE","9","9","9","Cytochrome c oxidase subunit 6B1",1,9,9,9
"405","CX7A2_MOUSE",0.664986245637191,-5.27138008676436,-4.72140227678738,-1.06020875101953,-0.760388083959228,-1.07757979102661,-5.18239963195933,-0.683076164961708,-0.481920343306378,-4.15426530784531,-1.66150865916932,-0.616101758880507,-2.59700121723352,-1.92586091797672,-1.72844901730038,2.86750039184911,2.17772558228125,1.7010012586144,0.857110302759711,0.937514611343567,NA,1.29927546476129,-1.50671144651529,-1.24674929966044,0.483814573542966,0.625533062664758,0.475603673445865,-1.46465238587755,0.662076668743892,0.757158503503843,-0.978676404113795,0.199593624641797,0.693733964862669,0.723016495308169,0.903237280717719,0.6711402992568,0.625127967249129,0.891328914547061,0.86855219993314,0.891327678208067,0.973513545649341,0.197411900676341,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"sp|P48771|CX7A2_MOUSE","sp|P48771|CX7A2_MOUSE","3","3","3","Cytochrome c oxidase subunit 7A2, mitochondrial",1,3,3,3
"406","CY1_MOUSE",1.12844433174747,1.39574863663494,1.10117979819517,1.44230204783815,1.22531658217901,1.35462277188825,1.23246961312492,1.30445728810946,1.68579592644533,1.11865663290879,1.4211816997294,1.31674409717839,1.26691870360393,1.27921656382541,1.38559458906547,0.177013187368144,0.0616811040705219,0.236208628180161,0.588859772793757,0.827919276126821,NA,-1.0904563237843,0.509939049852331,-1.25369362510583,0.788662072842845,-0.51046603335603,0.263711651063822,-0.467639646260881,-0.0366374517671707,2.24650046042816,-1.14905690616761,0.662211032643281,0.0369257196113908,0.902398453098344,0.971220359833815,0.0122978602214792,0.454322180580764,0.859841962195563,0.118675885461543,0.440564213729747,0.854127344624196,0.106378025240064,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9D0M3|CY1_MOUSE","sp|Q9D0M3|CY1_MOUSE","8","8","8","Cytochrome c1, heme protein, mitochondrial",1,8,8,8
"407","CY24A_MOUSE",1.21290041379788,1.11671887115108,0.685672356489551,0.965758280344843,0.633741635366992,1.2582236073925,0.770844401774983,0.553912018564951,1.55086699664615,1.14476450929359,0.858274546220851,0.240089222013466,0.99526248044584,0.804180415774856,0.948498818543513,0.230097419623198,0.315673965874429,0.551166102951523,0.776013510888364,0.904190912899395,NA,0.818229980566927,0.553179921314985,-0.634666531417942,0.137173768400229,-0.77777341379636,0.943128321944693,-0.399955639616041,-0.997762031998719,1.74957356629064,0.630466039283865,-0.159022043334674,-1.8625719376376,0.369064570957437,0.791691426646946,-0.191082064670984,0.883125441118127,0.980835409927454,-0.0467636619023271,0.669420144175111,0.912000482504871,0.144318402768657,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q61462|CY24A_MOUSE","sp|Q61462|CY24A_MOUSE","5","5","5","Cytochrome b-245 light chain",1,5,5,5
"408","CY24B_MOUSE",2.15058768037689,2.62848920412264,2.19207796448022,1.63682839097411,2.00889368781239,2.16230307354065,2.4144759426796,1.98328530354072,2.24855608238773,2.61464381379836,2.14092219542064,1.90332028578036,2.15199580998847,2.14223950189334,2.22686059434677,0.405812759042526,0.197958556189637,0.296035053761547,0.916327623315677,0.965459192915632,NA,-0.0811729887246273,1.59736841917984,0.0645540207799555,-1.8856582186502,-0.578847136960563,-0.0400248199949609,0.845686109491415,-0.668791887612576,0.262923046275469,1.54873902627528,-0.115121231030665,-0.949654339028373,0.967441372139992,0.984474082887252,-0.00975630809512484,0.776601791082064,0.951349541231686,0.0748647843583043,0.653787130604982,0.904405530670225,0.0846210924534292,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q61093|CY24B_MOUSE;sp|Q8CIZ9|NOX1_MOUSE","sp|Q61093|CY24B_MOUSE","15;1","15;1","15;1","Cytochrome b-245 heavy chain",2,15,15,15
"409","CYB5_MOUSE",2.58161784089415,2.88617968911411,2.90279632896848,3.89334507020858,3.11322635677499,2.95411634502694,3.09501706349533,3.19055891531573,3.21539705075112,2.72519028648377,2.85256664674756,2.85147222984687,3.06598473229633,3.08822967015325,2.91115655345733,0.570992330004333,0.0985368990825324,0.21145584905503,0.75256004825618,0.894410767862894,NA,-1.32400342904374,-0.407905872312927,-0.357924355387438,2.62156663134143,0.275032252483964,-0.203557872529121,0.220260162083304,0.507642372067109,0.582353486801605,-0.892149054021934,-0.509011201710742,-0.512303119771486,0.943377380329284,0.981302875163345,0.0222449378569181,0.639102847981201,0.89527741868142,-0.154828178839002,0.199577088409342,0.848403079736876,-0.17707311669592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P56395|CYB5_MOUSE","sp|P56395|CYB5_MOUSE","11","11","11","Cytochrome b5",1,11,11,11
"410","CYB5B_MOUSE",1.85605890376083,2.03197400541622,1.91585408461121,2.56863505387529,1.88456355073408,2.05290226104309,2.06702027797671,2.50034961547462,1.80362591385378,2.20324503986671,2.17190015453624,2.15243218102495,2.09313051191589,2.12620892630713,2.08280082232042,0.32530732483935,0.262837659712785,0.187290021245163,0.971135971602014,0.988474258053944,NA,-1.0190146059702,-0.286307682671021,-0.769960701122249,1.9489481991193,-0.900289425545309,-0.199139056179693,-0.140335868430758,1.6645313809731,-1.23740412655515,0.427056158872928,0.296501054305248,0.215414673203811,0.879721529000329,0.964363986010957,0.0330784143912366,0.958329145784658,0.991502815334381,-0.0103296895954692,0.797870843674721,0.956001980726085,-0.0434081039867058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9CQX2|CYB5B_MOUSE","sp|Q9CQX2|CYB5B_MOUSE","5","5","5","Cytochrome b5 type B",1,5,5,5
"411","CYBC1_MOUSE",-0.555588963797927,-0.278103403218196,-0.474929457169605,-0.820515887621525,-0.190853736779445,-0.367220111127043,-0.491437685123461,-0.325535015099923,-0.482128975995227,-0.288983263375577,-0.540051150205969,-0.686845755477908,-0.532284427951813,-0.343761637032468,-0.49950228626367,0.224735445759672,0.12392410431857,0.164683410145728,0.316889533359858,0.770704478026563,NA,-0.536506623200193,0.997113190485725,-0.0907139943193029,-2.00071679221181,1.47932861426634,0.504578917012428,-0.181952419216024,0.73496600118729,-0.130504622332204,0.936981884652616,-0.450631528524271,-1.2619426278006,0.205725277457978,0.790992442281521,0.188522790919345,0.82247209511555,0.964607707325733,0.0327821416881431,0.185183001167439,0.848403079736876,-0.155740649231202,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q3TYS2|CYBC1_MOUSE","sp|Q3TYS2|CYBC1_MOUSE","4","4","4","Cytochrome b-245 chaperone 1",1,4,4,4
"412","CYBP_MOUSE",0.216002523121162,0.1348114819872,0.34851070590717,0.160271136725338,-0.176472425622933,0.209908867516805,0.493786838383116,0.639722404223029,-0.973011813923407,0.359886106517802,0.521949022956051,0.475870395110615,0.214898961935218,0.291736421125004,0.0961734276652653,0.0953091805758204,0.359552447842876,0.716043784148015,0.839078019818993,0.930628092877272,NA,0.035063657565562,-0.153892075921288,0.343449663233695,-0.0946398768094498,-0.878342437237339,0.0208819061277696,0.68155049045221,1.02118601550479,-2.73212682361003,0.369923608339809,0.747092281372107,0.639853590982166,0.704070422538912,0.895939741296502,0.0768374591897869,0.763291021033972,0.947311214361492,-0.118725534269952,0.648671649722761,0.902958722994253,-0.195562993459739,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9CXW3|CYBP_MOUSE","sp|Q9CXW3|CYBP_MOUSE","12","12","12","Calcyclin-binding protein",1,12,12,12
"413","CYC_MOUSE",0.810878751209135,0.825995411241873,1.12139213655368,1.70588540947376,0.861592566229454,0.816110537472369,1.29969502292411,0.941789617231723,1.05084385488328,0.774431853775418,1.23984256327871,0.860560887316208,1.11603792711961,0.979796935964414,0.981419789813406,0.418407896538469,0.219503114931168,0.20740693546297,0.765324808646057,0.897981108811373,NA,-0.774024244896547,-0.719570347611976,0.344520721677872,2.4500080831838,-0.59134071109712,-0.755178074434554,0.986811216994312,-0.302451368587249,0.0903886002064012,-0.905314861004777,0.771208055799925,-0.595057070230086,0.591576332895813,0.859716644022921,-0.136240991155198,0.592536111418658,0.883558466372548,-0.134618137306206,0.991774308830983,0.997785062217837,0.00162285384899175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P62897|CYC_MOUSE;CON__P62894;sp|P00015|CYC2_MOUSE","sp|P62897|CYC_MOUSE","11;4;2","11;4;2","11;4;2","Cytochrome c, somatic",3,11,11,11
"414","CYFP1_MOUSE",0.5944921430596,0.751660945605444,0.669716607532703,0.430330059815088,0.889201194525555,0.940344377541269,0.863945031476483,0.72822684840013,0.929935958069699,0.801232344175894,0.891989824201023,0.821466337409255,0.611549939003209,0.855429362985859,0.861156115963968,0.136804079513152,0.0905613836563648,0.0601318584190011,0.0101533824583407,0.604424885167103,1,-1.1947301560823,-0.160462962111333,-0.699707005633146,-2.27501742966005,0.74463630062039,1.08118983752844,0.5784352450412,-0.314673706019707,1.01269604851841,0.165747268355497,0.76298719559924,0.298899363843354,0.0295449017322876,0.790992442281521,0.24387942398265,0.0275810108454661,0.844326366312773,0.249606176960759,0.92002262203056,0.977942356446508,0.00572675297810843,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q7TMB8|CYFP1_MOUSE","sp|Q7TMB8|CYFP1_MOUSE","28","28","12","Cytoplasmic FMR1-interacting protein 1",1,28,28,12
"415","CYFP2_MOUSE",-4.29913545281346,-2.90081015184212,-3.10627332598812,-3.7404335476508,-1.88361103182364,-3.93156867527855,-2.87113523103032,-3.07912807365748,-3.70494876601848,-5.84548456656559,-2.34508888870648,-2.70953023404965,-3.51166311957362,-2.9413607529475,-3.65126311383505,0.635067140101605,0.841280306154241,1.57167022157241,0.637223545740822,0.84517723235873,NA,-0.896073641529294,0.449736126223976,0.251989331191945,-0.358354356390159,1.42873329556644,-0.542311209308084,0.478296575110994,0.278115115878335,-0.32420224193282,-2.38434803676379,0.984586710388192,0.633832331564267,0.32373294442729,0.790992442281521,0.570302366626127,0.877250651467861,0.978151505889465,-0.139599994261425,0.464958794510382,0.861413406092024,-0.709902360887551,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"sp|Q5SQX6|CYFP2_MOUSE","sp|Q5SQX6|CYFP2_MOUSE","20","4","4","Cytoplasmic FMR1-interacting protein 2",1,20,4,4
"416","CYGB_MOUSE",-2.92869493281024,-2.86323256775787,-2.77698908506297,-4.89784838528014,-5.5266609291982,-2.11862466577524,-1.66144267199274,-2.40086521378412,-3.17374768867394,-3.08954088504023,-1.60175382437539,-2.31627934517487,-3.3666912427278,-2.92689837018758,-2.54533043581611,1.02266029466412,1.75975005329426,0.737987009938976,0.661678661712992,0.855983586414907,NA,0.0148783357916376,0.0701806790238421,0.14303882702565,-1.64865459672989,-2.17987290979649,0.699222445784168,1.08544795901632,0.460786763731669,-0.192141248727337,-0.121003679021254,1.13587285789415,0.532244566007537,0.684277026577867,0.890826078751646,0.43979287254023,0.244974389085825,0.844326366312773,0.821360806911698,0.70953938790414,0.935180751001735,0.381567934371468,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"sp|Q9CX80|CYGB_MOUSE","sp|Q9CX80|CYGB_MOUSE","5","5","5","Cytoglobin",1,5,5,5
"417","CYRIB_MOUSE",2.35035181721914,2.68528331206398,1.97999417827167,1.8247362263218,2.16198607059385,2.39601915179133,2.14141813112417,2.11046625957872,2.48513594781942,2.66178430697994,2.64592572398123,2.08073000280915,2.21009138346915,2.20247240327202,2.46839399539743,0.385972226659361,0.130757079631075,0.270481663819884,0.359276773499091,0.781606518229396,NA,0.198109887067771,1.36837707779738,-1.09593800143281,-1.63841695627397,-0.460049338104491,0.357673810319195,-0.531914734798321,-0.640062103197042,0.669052298576717,1.28627039303374,1.23085972052158,-0.743962053509751,0.972111839072812,0.984474082887252,-0.00761898019713048,0.319706990362615,0.844326366312773,0.258302611928285,0.145911179288354,0.848403079736876,0.265921592125416,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q921M7|CYRIB_MOUSE","sp|Q921M7|CYRIB_MOUSE","17","17","15","CYFIP-related Rac1 interactor B",1,17,17,15
"418","CYTB_MOUSE",1.77314319831615,1.24581750634094,1.80148505613732,1.21648046414881,1.02023223922032,1.38768278580249,1.28600711150904,0.892133439781659,2.15264036276492,2.31766992517884,1.77237405922216,1.67653173589177,1.5092315562358,1.14651389407838,1.97980402076442,0.321533630501476,0.229693465243346,0.304973790239527,0.00872295916931961,0.599477596002551,3,0.516353523723614,-0.678094756161822,0.580550819319914,-0.744546249264809,-1.18906916605723,-0.356754943581103,-0.587061063905138,-1.47922645020504,1.37595460555094,1.74976396086073,0.514611342597625,0.297518377122325,0.121192829585258,0.790992442281521,-0.362717662157429,0.0780123269478452,0.844326366312773,0.470572464528618,0.0056362288023834,0.848403079736876,0.833290126686047,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q62426|CYTB_MOUSE","sp|Q62426|CYTB_MOUSE","8","8","8","Cystatin-B",1,8,8,8
"419","D39U1_MOUSE",-3.44099975181286,-3.61975515350881,-3.17671473767313,-3.20936011178302,-3.98130321463193,-4.04533017490361,-3.38973259048067,-3.04869289198663,-5.56491797260956,-6.32370870079068,-4.04299108048549,-3.36446919087154,-3.36170743869445,-3.61626471800071,-4.82402173618932,0.208412972635904,0.479862776501013,1.35871149042389,0.0770198378806705,0.733765936077016,NA,0.487666220768557,0.310844137077497,0.74909287666338,0.716800576580585,-0.0467936233242396,-0.110128103962203,0.538378905284249,0.875730109986069,-1.61328089371066,-2.36386496764346,-0.107814307875265,0.563369070155495,0.384422568688787,0.791691426646946,-0.254557279306257,0.11922129058705,0.844326366312773,-1.46231429749486,0.173986531234085,0.848403079736876,-1.2077570181886,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"sp|Q5M8N4|D39U1_MOUSE","sp|Q5M8N4|D39U1_MOUSE","2","2","2","Epimerase family protein SDR39U1",1,2,2,2
"420","DAB2_MOUSE",-0.0105594019802062,-0.237398293513948,0.003744908635543,-0.660211707511962,-0.256717113207376,0.0943869994071278,0.458309648916618,-0.344445709130028,-0.24129170264025,0.72649832620144,0.413173189778092,0.0195212207189428,-0.226106123592643,-0.0121165435034145,0.229475258514556,0.309767147658633,0.366476884306451,0.426801706285638,0.271639625386538,0.770704478026563,NA,-0.0197184939815514,-0.604903725106298,0.0171829000305607,-1.69565215770595,-0.654741245872328,0.25101587496339,1.18984148077034,-0.8810581632851,-0.614947706118697,1.88169838432347,1.07340117772291,0.0578816742592613,0.407705079655316,0.797100050942878,0.213989580089229,0.139513545357649,0.844326366312773,0.4555813821072,0.424091296967872,0.851503163144666,0.241591802017971,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|P98078|DAB2_MOUSE","sp|P98078|DAB2_MOUSE","12","12","12","Disabled homolog 2",1,12,12,12
"421","DAP1_MOUSE",-3.64075854668081,-3.67589518414276,-3.94534382068979,-4.17794273071283,-3.53023080242302,-3.57153523697376,-3.41672332489317,-3.48843944223994,-4.37973487953406,-3.13189675320413,-3.44823067999304,-3.44400276905263,-3.85998507055655,-3.50173220163247,-3.60096627044597,0.251881284819423,0.0660500834383082,0.539898897901925,0.361216644072059,0.78175061218289,NA,0.0384252485649672,-0.0618126213754557,-0.830496233035232,-1.49405487083679,0.353739019432223,0.235905645565878,0.677553379364273,0.472961495720758,-2.06972791839146,1.49010719529118,0.587669133437528,0.599730526262145,0.0612178335677363,0.790992442281521,0.358252868924077,0.430945427200796,0.847445764398834,0.259018800110583,0.738750703675762,0.93783268048312,-0.0992340688134936,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q91XC8|DAP1_MOUSE","sp|Q91XC8|DAP1_MOUSE","3","3","3","Death-associated protein 1",1,3,3,3
"422","DAZP1_MOUSE",-1.09812822920586,-0.927343276413598,-0.808546874545833,0.16436632294262,-1.14673039202331,-1.0917747440554,-0.83476984107952,-0.539374716702234,-0.871176944242777,-1.07232896663942,-0.203712340674848,-1.22113661180076,-0.667413014305668,-0.903162423465116,-0.842088715839452,0.5671140302401,0.278040167184039,0.449094793973044,0.748582851422121,0.89335595004621,NA,-0.703194560266148,-0.294578524412899,-0.0103490650185437,2.31742002404518,-0.819478944690323,-0.687993362071642,-0.0730895140927735,0.63366586897802,-0.16019628742523,-0.64146785527558,1.43676372528756,-0.997501505057625,0.493584096482042,0.825026659563413,-0.235749409159448,0.647127873988025,0.897270359280462,-0.174675701533784,0.826274231061029,0.96378437032492,0.0610737076256642,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q9JII5|DAZP1_MOUSE","sp|Q9JII5|DAZP1_MOUSE","7","7","7","DAZ-associated protein 1",1,7,7,7
"423","DBNL_MOUSE",1.35652797912448,1.45696714924523,1.34127245312752,1.54879138707492,1.28151565776292,1.28888113349305,1.39550221277879,1.21321711261337,1.60321866084933,1.26285676597084,1.32626092544865,1.36737877984242,1.42588974214304,1.29477902916203,1.38992878302781,0.0966811931531277,0.0752954362122481,0.148550741311317,0.277099260641026,0.770704478026563,NA,-0.117874528129774,0.748122230613014,-0.249409227693733,1.53984016534842,-0.764638406074851,-0.701132523845678,0.21816528560559,-1.35351542143901,2.00911766554257,-0.925517272300541,-0.378840148897544,-0.0243178187284575,0.0789126825937384,0.790992442281521,-0.131110712981008,0.701197587033911,0.926625350489544,-0.0359609591152292,0.310960967856398,0.848403079736876,0.0951497538657788,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"sp|Q62418|DBNL_MOUSE","sp|Q62418|DBNL_MOUSE","16","16","16","Drebrin-like protein",1,16,16,16
